,gene_name,accession,old_locus_tag,start,end,strand,gene_product,COG,uniprot,operon,regulator
WA5_RS04300,WA5_RS04300,NC_020519.1,WA5_0822,915695,916363,-,ABC transporter ATP-binding protein,Defense mechanisms,Q8NS26,Op516,WA5_RS04305
WA5_RS04305,WA5_RS04305,NC_020519.1,WA5_0823,916364,916873,-,PadR family transcriptional regulator,Transcription,A0A0S2T395,Op516,WA5_RS04305
WA5_RS04310,mepA,NC_020519.1,WA5_0824,916966,917679,-,M23 family metallopeptidase,Cell wall/membrane/envelope biogenesis,Q8NS24,Op517,WA5_RS03745
WA5_RS04315,WA5_RS04315,,WA5_0825,917927,919354,+,DUF6350 family protein,No COG annotation,,Op518,
WA5_RS04320,purN,NC_020519.1,WA5_0826,919329,919958,+,phosphoribosylglycinamide formyltransferase,Nucleotide transport and metabolism,,Op519,
WA5_RS04325,purH,NC_020519.1,WA5_0827,919966,921528,+,bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase,Nucleotide transport and metabolism,A0A0U4XU13,Op519,
WA5_RS04330,citE,NC_020519.1,WA5_0828,921593,922414,+,CoA ester lyase,Carbohydrate transport and metabolism,,Op520,
WA5_RS04335,amtR,NC_020519.1,WA5_0829,922392,923060,-,TetR/AcrR family transcriptional regulator AmtR,Transcription,H7C699,Op521,
WA5_RS04340,WA5_RS04340,,WA5_0830,923134,924036,-,hypothetical protein,No COG annotation,,Op522,
WA5_RS04345,rpsR,NC_020519.1,WA5_0831,924155,924406,-,30S ribosomal protein S18,"Translation, ribosomal structure and biogenesis",M1UE26,Op523,
WA5_RS04350,rpsN,NC_020519.1,WA5_0832,924421,924726,-,30S ribosomal protein S14,"Translation, ribosomal structure and biogenesis",A0A0U4XM37,Op523,
WA5_RS04355,rpmG,NC_020519.1,WA5_0833,924730,924894,-,50S ribosomal protein L33,"Translation, ribosomal structure and biogenesis",A0A806GPK6,Op523,
WA5_RS04360,rpmB,NC_020519.1,WA5_0834,924897,925133,-,50S ribosomal protein L28,"Translation, ribosomal structure and biogenesis",R0JKI8,Op523,
WA5_RS04365,WA5_RS04365,NC_020519.1,WA5_0835,925321,926934,-,SulP family inorganic anion transporter,Inorganic ion transport and metabolism,Q8NS14,Op524,WA5_RS04370
WA5_RS04370,WA5_RS04370,NC_020519.1,WA5_0836,926927,927241,-,metalloregulator ArsR/SmtB family transcription factor,Transcription,R0JGV5,Op524,WA5_RS04370
WA5_RS04375,rpmE2,NC_020519.1,WA5_0837,927473,927739,+,type B 50S ribosomal protein L31,"Translation, ribosomal structure and biogenesis",R0HSZ4,Op525,
WA5_RS04380,rpmF,NC_020519.1,WA5_0838,927751,927924,+,50S ribosomal protein L32,"Translation, ribosomal structure and biogenesis",R0HT53,Op525,
WA5_RS04385,mprA,NC_020519.1,WA5_0839,928116,928814,+,response regulator transcription factor,Transcription,Q9F161,Op526,
WA5_RS04390,mprB,NC_020519.1,WA5_0840,928811,930250,+,HAMP domain-containing histidine kinase,Signal transduction mechanisms,,Op527,
WA5_RS04395,pepD,NC_020519.1,WA5_0841,930325,931650,+,trypsin-like peptidase domain-containing protein,"Post-translational modification, protein turnover, and chaperones",,Op528,
WA5_RS04400,moaB,NC_020519.1,WA5_0842,931705,932292,+,molybdenum cofactor biosynthesis protein MoaB,Coenzyme transport and metabolism,R0HT00,Op529,
WA5_RS15645,WA5_RS15645,,,932289,932489,+,hypothetical protein,No COG annotation,,Op529,
WA5_RS04405,mscL,NC_020519.1,WA5_0843,932566,932973,-,large conductance mechanosensitive channel protein MscL,Cell wall/membrane/envelope biogenesis,Q8NS07,Op530,
WA5_RS04410,WA5_RS04410,NC_020519.1,WA5_0844,933056,933610,-,SAF domain-containing protein,"Intracellular trafficking, secretion, and vesicular transport",,Op531,
WA5_RS04415,ygfA,NC_020519.1,WA5_0845,933729,934301,-,5-formyltetrahydrofolate cyclo-ligase,Coenzyme transport and metabolism,,Op532,
WA5_RS04420,galU,NC_020519.1,WA5_0846,934374,935321,+,UTP--glucose-1-phosphate uridylyltransferase,Cell wall/membrane/envelope biogenesis,A0A6M4PZU1,Op533,
WA5_RS04425,moeA,NC_020519.1,WA5_0847,935350,936609,+,molybdopterin molybdotransferase MoeA,Coenzyme transport and metabolism,R0HT04,Op533,
WA5_RS04430,rimJ,NC_020519.1,WA5_0848,936614,937276,+,GNAT family N-acetyltransferase,"Translation, ribosomal structure and biogenesis",,Op533,
WA5_RS04435,WA5_RS04435,,WA5_0849,937390,938403,+,hypothetical protein,No COG annotation,,Op534,
WA5_RS04440,WA5_RS04440,NC_020519.1,WA5_0850,938426,939628,+,CynX/NimT family MFS transporter,Inorganic ion transport and metabolism,Q8NS00,Op534,
WA5_RS04445,mhqP,NC_020519.1,WA5_0851,939685,940092,+,DoxX family protein,Function unknown,Q8NRZ9,Op535,WA5_RS09520
WA5_RS04450,WA5_RS04450,NC_020519.1,WA5_0852,940085,940756,+,zf-HC2 domain-containing protein,Function unknown,R0HT08,Op535,WA5_RS09520
WA5_RS04455,nplT,NC_020519.1,WA5_0853,940767,941927,+,alpha-amylase family protein,Carbohydrate transport and metabolism,,Op535,WA5_RS09520
WA5_RS04460,pmt,NC_020519.1,WA5_0854,942377,943939,-,phospholipid carrier-dependent glycosyltransferase,"Post-translational modification, protein turnover, and chaperones",Q8NRZ6,Op536,
WA5_RS04465,rsmI,NC_020519.1,WA5_0855,943987,944835,+,16S rRNA (cytidine(1402)-2'-O)-methyltransferase,Coenzyme transport and metabolism,,Op537,
WA5_RS04470,betP,NC_020519.1,WA5_0856,944995,946782,+,glycine betaine transporter BetP,Cell wall/membrane/envelope biogenesis,P54582,Op538,"WA5_RS03745,WA5_RS09520"
WA5_RS04475,metG,NC_020519.1,WA5_0857,946839,948671,+,methionine--tRNA ligase,"Translation, ribosomal structure and biogenesis",Q8NRZ4,Op539,
WA5_RS04480,recQ,NC_020519.1,WA5_0858,948790,950841,+,ATP-dependent DNA helicase,"Replication, recombination and repair",,Op540,
WA5_RS04485,WA5_RS04485,NC_020519.1,WA5_0859,950824,951459,-,cyclase family protein,Function unknown,Q8NRZ2,Op541,
WA5_RS16450,WA5_RS16450,NC_020519.1,,951576,951653,+,hypothetical protein,No COG annotation,,Op542,
WA5_RS04490,WA5_RS04490,NC_020519.1,WA5_0860,951830,952990,-,cupin domain-containing protein,Function unknown,Q8NRZ1,Op543,
WA5_RS04495,WA5_RS04495,NC_020519.1,WA5_0861,953039,953572,-,prolyl oligopeptidase family serine peptidase,Amino acid transport and metabolism,,Op544,
WA5_RS15650,WA5_RS15650,NC_020519.1,,953716,954908,+,IS3 family transposase,"Replication, recombination and repair",,Op545,
WA5_RS04510,WA5_RS04510,NC_020519.1,,954949,955291,+,transposase,"Replication, recombination and repair",,Op545,
WA5_RS04515,dld,NC_020519.1,WA5_0865,955682,957397,-,D-lactate dehydrogenase,Energy production and conversion,Q8NRY8,Op546,
WA5_RS04520,WA5_RS04520,NC_020519.1,WA5_0866,957840,958997,-,DNA methyltransferase,"Replication, recombination and repair",M1USD5,Op547,
WA5_RS15655,WA5_RS15655,NC_020519.1,,959824,961016,+,IS3 family transposase,"Replication, recombination and repair",,Op548,
WA5_RS04535,cmtR,NC_020519.1,WA5_0869,961296,961655,+,metalloregulator ArsR/SmtB family transcription factor,Transcription,A0A6M4Q8P9,Op549,WA5_RS04535
WA5_RS04540,cad,NC_020519.1,WA5_0870,961613,962251,+,cadmium resistance transporter,Inorganic ion transport and metabolism,,Op549,WA5_RS04535
WA5_RS04545,tatD,NC_020519.1,WA5_0871,962808,963641,+,TatD family hydrolase,"Replication, recombination and repair",A0A7I8ASM2,Op550,
WA5_RS04550,rpfB,NC_020519.1,WA5_0872,963812,964936,+,resuscitation-promoting factor,Function unknown,A0A1Q6C2K9,Op551,"WA5_RS01525,WA5_RS01905,WA5_RS03745,WA5_RS09520,WA5_RS12815"
WA5_RS04555,ksgA,NC_020519.1,WA5_0873,964973,965854,+,16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase RsmA,"Translation, ribosomal structure and biogenesis",Q8NRY1,Op551,"WA5_RS01525,WA5_RS01905,WA5_RS03745,WA5_RS09520,WA5_RS12815"
WA5_RS04560,ispE,NC_020519.1,WA5_0874,965851,966786,+,4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase,Lipid transport and metabolism,Q8NRY0,Op551,"WA5_RS01525,WA5_RS01905,WA5_RS03745,WA5_RS09520,WA5_RS12815"
WA5_RS04565,yjjK,NC_020519.1,WA5_0875,966827,968662,+,ABC-F family ATP-binding cassette domain-containing protein,Function unknown,Q8NRX9,Op551,"WA5_RS01525,WA5_RS01905,WA5_RS03745,WA5_RS09520,WA5_RS12815"
WA5_RS04570,pdxY,NC_020519.1,WA5_0876,968666,969460,+,PfkB family carbohydrate kinase,Coenzyme transport and metabolism,Q8NRX8,Op551,"WA5_RS01525,WA5_RS01905,WA5_RS03745,WA5_RS09520,WA5_RS12815"
WA5_RS04575,WA5_RS04575,NC_020519.1,WA5_0877,969457,969939,-,TlpA family protein disulfide reductase,Energy production and conversion,A0A7I8AT13,Op552,
WA5_RS04580,WA5_RS04580,NC_020519.1,WA5_0878,970028,970351,+,antibiotic biosynthesis monooxygenase,Function unknown,,Op553,
WA5_RS04585,WA5_RS04585,NC_020519.1,WA5_0879,970417,970740,+,antibiotic biosynthesis monooxygenase,Function unknown,Q8NRX5,Op554,
WA5_RS04590,ppk2,NC_020519.1,WA5_0880,970863,971825,+,polyphosphate kinase 2,Function unknown,Q8NRX4,Op555,
WA5_RS04595,ywpJ,NC_020519.1,WA5_0881,972240,973034,-,Cof-type HAD-IIB family hydrolase,Function unknown,R0J669,Op556,
WA5_RS04600,echA,NC_020519.1,WA5_0882,973138,974157,+,enoyl-CoA hydratase/isomerase family protein,Lipid transport and metabolism,Q8NRX2,Op557,WA5_RS01525
WA5_RS04605,WA5_RS04605,NC_020519.1,WA5_0883,974209,974964,+,DUF1648 domain-containing protein,Transcription,,Op558,WA5_RS01525
WA5_RS04610,WA5_RS04610,,WA5_0884,974961,976157,-,hypothetical protein,No COG annotation,,Op559,
WA5_RS04615,WA5_RS04615,NC_020519.1,WA5_0885,976285,977736,+,esterase family protein,Function unknown,,Op560,WA5_RS03015
WA5_RS04620,mmpLR,NC_020519.1,WA5_0886,977796,978377,-,TetR/AcrR family transcriptional regulator,Transcription,Q8NRW8,Op561,WA5_RS04620
WA5_RS04625,mmpL,NC_020519.1,WA5_0887,978364,980739,-,MMPL family transporter,Function unknown,Q8NRW7,Op561,WA5_RS04620
WA5_RS04630,rraA,NC_020519.1,WA5_0888,980986,981492,+,ribonuclease E activity regulator RraA,Coenzyme transport and metabolism,,Op562,
WA5_RS04635,irp5,,WA5_0889,981657,982289,+,hypothetical protein,No COG annotation,,Op563,WA5_RS03015
WA5_RS04640,WA5_RS04640,NC_020519.1,WA5_0890,982290,982718,-,DUF2199 domain-containing protein,Function unknown,,Op564,
WA5_RS04645,WA5_RS04645,NC_020519.1,WA5_0891,983099,984652,+,HNH endonuclease,Defense mechanisms,Q8NRW3,Op565,WA5_RS09615
WA5_RS04650,prfC,NC_020519.1,WA5_0892,984860,986509,-,peptide chain release factor 3,"Translation, ribosomal structure and biogenesis",Q8NRW2,Op566,
WA5_RS04655,urtA,NC_020519.1,WA5_0893,986738,988009,+,urea ABC transporter substrate-binding protein,Amino acid transport and metabolism,A0A1Q6BUW6,Op567,"WA5_RS01525,WA5_RS04335"
WA5_RS04660,urtB,NC_020519.1,WA5_0894,988022,988906,+,urea ABC transporter permease subunit UrtB,Amino acid transport and metabolism,,Op567,"WA5_RS01525,WA5_RS04335"
WA5_RS04665,urtC,NC_020519.1,WA5_0895,988903,989982,+,urea ABC transporter permease subunit UrtC,Amino acid transport and metabolism,,Op567,"WA5_RS01525,WA5_RS04335"
WA5_RS04670,urtD,NC_020519.1,WA5_0896,989979,990707,+,urea ABC transporter ATP-binding protein UrtD,Function unknown,,Op567,"WA5_RS01525,WA5_RS04335"
WA5_RS04675,urtE,NC_020519.1,WA5_0897,990715,991416,+,urea ABC transporter ATP-binding subunit UrtE,Amino acid transport and metabolism,A0A0U4WUI6,Op567,"WA5_RS01525,WA5_RS04335"
WA5_RS04680,pth,NC_020519.1,WA5_0898,991413,992027,-,aminoacyl-tRNA hydrolase,"Translation, ribosomal structure and biogenesis",A0A7I8AVA9,Op568,
WA5_RS04685,yrpB,NC_020519.1,WA5_0899,992057,993082,+,nitronate monooxygenase family protein,Function unknown,Q8NRV5,Op569,
WA5_RS04690,gapX,NC_020519.1,WA5_0900,993173,994615,+,glyceraldehyde-3-phosphate dehydrogenase,Carbohydrate transport and metabolism,,Op570,"WA5_RS09520,WA5_RS12610,WA5_RS12815"
WA5_RS15660,WA5_RS15660,,,994649,994840,+,hypothetical protein,No COG annotation,,Op570,WA5_RS09565
WA5_RS04695,pth,NC_020519.1,WA5_0901,994841,995374,-,aminoacyl-tRNA hydrolase,"Translation, ribosomal structure and biogenesis",,Op571,
WA5_RS04700,ctc,NC_020519.1,WA5_0902,995523,996125,-,50S ribosomal protein L25/general stress protein Ctc,"Translation, ribosomal structure and biogenesis",Q8NRV2,Op572,
WA5_RS04705,WA5_RS04705,NC_020519.1,WA5_0903,996401,996832,+,VOC family protein,Function unknown,Q8NRV1,Op573,
WA5_RS04710,alkD,NC_020519.1,WA5_0904,996829,997455,-,DNA alkylation repair protein,"Replication, recombination and repair",Q8NRV0,Op574,
WA5_RS04715,prs,NC_020519.1,WA5_0905,997462,998439,-,ribose-phosphate diphosphokinase,Nucleotide transport and metabolism,R0HZ47,Op574,
WA5_RS04720,glmU,NC_020519.1,WA5_0906,998451,999908,-,bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU,Cell wall/membrane/envelope biogenesis,Q8NRU8,Op574,
WA5_RS04725,WA5_RS04725,NC_020519.1,WA5_0907,1000012,1001241,-,MFS transporter,Amino acid transport and metabolism,Q8NRU7,Op575,
WA5_RS04730,WA5_RS04730,NC_020519.1,WA5_0908,1001325,1002866,+,multicopper oxidase domain-containing protein,"Secondary metabolites biosynthesis, transport, and catabolism",,Op576,WA5_RS09615
WA5_RS04735,WA5_RS04735,NC_020519.1,WA5_0909,1003012,1003932,+,ABC transporter ATP-binding protein,Defense mechanisms,Q8NRU5,Op577,WA5_RS04750
WA5_RS04740,WA5_RS04740,NC_020519.1,WA5_0910,1003952,1004785,+,ABC transporter permease,Energy production and conversion,A0A6L2REH6,Op577,WA5_RS04750
WA5_RS04745,WA5_RS04745,NC_020519.1,WA5_0911,1004828,1006087,+,sensor histidine kinase,Signal transduction mechanisms,Q8NRU3,Op578,"WA5_RS04750,WA5_RS09560"
WA5_RS04750,WA5_RS04750,NC_020519.1,WA5_0912,1006088,1006699,+,response regulator transcription factor,Transcription,A0A1Q3DNU6,Op578,"WA5_RS04750,WA5_RS09560"
WA5_RS04755,WA5_RS04755,NC_020519.1,WA5_0913,1007048,1008154,+,YihY/virulence factor BrkB family protein,Function unknown,,Op579,WA5_RS01525
WA5_RS15665,WA5_RS15665,NC_020519.1,,1008258,1008533,+,hypothetical protein,No COG annotation,,Op580,
WA5_RS04760,WA5_RS04760,NC_020519.1,WA5_0914,1008663,1010063,+,ABC transporter ATP-binding protein/permease,Defense mechanisms,,Op581,WA5_RS09565
WA5_RS04765,WA5_RS04765,NC_020519.1,WA5_0915,1010056,1011792,+,ABC transporter ATP-binding protein/permease,Defense mechanisms,,Op581,WA5_RS09565
WA5_RS04770,ggt,NC_020519.1,WA5_0916,1011793,1013766,-,gamma-glutamyltransferase,Amino acid transport and metabolism,,Op582,
WA5_RS04775,WA5_RS04775,,WA5_0917,1014015,1014266,+,hypothetical protein,No COG annotation,,Op583,WA5_RS15475
WA5_RS04780,WA5_RS04780,NC_020519.1,WA5_0918,1014339,1014764,-,excalibur calcium-binding domain-containing protein,Cell wall/membrane/envelope biogenesis,,Op584,
WA5_RS04785,WA5_RS04785,NC_020519.1,WA5_0919,1015141,1015851,-,IS6 family transposase,"Replication, recombination and repair",Q8NL43,Op585,
WA5_RS15670,WA5_RS15670,NC_020519.1,WA5_0920,1015981,1016562,+,hypothetical protein,Cell wall/membrane/envelope biogenesis,,Op586,
WA5_RS04790,WA5_RS04790,,WA5_0921,1016562,1017020,+,hypothetical protein,No COG annotation,,Op586,WA5_RS03810
WA5_RS04795,WA5_RS04795,NC_020519.1,WA5_0922,1017270,1017869,-,hypothetical protein,No COG annotation,A0A7I8AT70,Op587,
WA5_RS04805,icaR,NC_020519.1,WA5_0923,1018415,1019068,+,TetR/AcrR family transcriptional regulator,Transcription,A0A1Q3DNW9,Op588,
WA5_RS04810,mfd,NC_020519.1,WA5_0924,1019074,1022718,+,transcription-repair coupling factor,"Replication, recombination and repair",,Op588,
WA5_RS04815,yfiC,NC_020519.1,WA5_0925,1022695,1024665,-,ABC transporter ATP-binding protein/permease,Defense mechanisms,Q8NRS8,Op589,
WA5_RS04820,novA1,NC_020519.1,WA5_0926,1024662,1026395,-,ABC transporter ATP-binding protein/permease,Defense mechanisms,Q8NRS7,Op589,
WA5_RS04825,lysX,NC_020519.1,WA5_0927,1026501,1028999,-,bifunctional lysylphosphatidylglycerol flippase/synthetase MprF,Function unknown,,Op590,
WA5_RS04830,WA5_RS04830,NC_020519.1,WA5_0928,1029002,1030282,-,alpha/beta hydrolase-fold protein,Function unknown,,Op590,
WA5_RS04835,lysI,NC_020519.1,WA5_0929,1030365,1031870,-,amino acid permease,Amino acid transport and metabolism,P35865,Op591,
WA5_RS04840,WA5_RS04840,NC_020519.1,WA5_0930,1031971,1032183,+,antitoxin,Function unknown,R0JR28,Op592,
WA5_RS04845,WA5_RS04845,NC_020519.1,WA5_0931,1032195,1032782,+,hypothetical protein,Function unknown,Q8NRS5,Op592,
WA5_RS04850,WA5_RS04850,NC_020519.1,WA5_0932,1032756,1033127,-,hypothetical protein,Function unknown,A0A1Q6BUV3,Op593,
WA5_RS04855,porB,NC_020519.1,WA5_0933,1033265,1033645,-,porin,Function unknown,H7C685,Op594,WA5_RS13075
WA5_RS04860,lpqU,NC_020519.1,WA5_0934,1033977,1034741,+,lytic transglycosylase domain-containing protein,Cell wall/membrane/envelope biogenesis,A0A6L2REJ3,Op595,
WA5_RS04865,eno,NC_020519.1,WA5_0935,1034948,1036225,+,phosphopyruvate hydratase,Carbohydrate transport and metabolism,R0JR26,Op596,"WA5_RS09520,WA5_RS09560,WA5_RS09620"
WA5_RS04870,ftsB,NC_020519.1,WA5_0936,1036315,1036857,+,septum formation initiator family protein,"Cell cycle control, cell division, chromosome partitioning",Q8NRS0,Op597,
WA5_RS04875,WA5_RS04875,NC_020519.1,WA5_0937,1036893,1037447,+,DUF501 domain-containing protein,Function unknown,A0A518TRX8,Op597,
WA5_RS04880,ppx2,NC_020519.1,WA5_0938,1037447,1038412,+,exopolyphosphatase Ppx2,Nucleotide transport and metabolism,A0A0S2T3I0,Op597,
WA5_RS04890,tdcB,NC_020519.1,WA5_0939,1038717,1039649,-,threonine/serine dehydratase,Amino acid transport and metabolism,Q8NRR7,Op598,
WA5_RS04895,ribD,NC_020519.1,WA5_0940,1039782,1039979,+,hypothetical protein,Coenzyme transport and metabolism,A0A1Q3DNV8,Op599,
WA5_RS04900,WA5_RS04900,NC_020519.1,WA5_0941,1040001,1040327,+,dihydrofolate reductase family protein,Coenzyme transport and metabolism,,Op599,
WA5_RS04905,WA5_RS04905,NC_020519.1,WA5_0942,1040493,1040684,+,PspC domain-containing protein,Transcription,Q8NRR4,Op600,
WA5_RS04910,ripA,NC_020519.1,WA5_0943,1040924,1041919,+,helix-turn-helix transcriptional regulator,Transcription,A0A1R4EM73,Op601,WA5_RS09565
WA5_RS04915,WA5_RS04915,NC_020519.1,WA5_0944,1042026,1042844,+,Bax inhibitor-1/YccA family protein,Function unknown,Q8NRR2,Op602,
WA5_RS04920,WA5_RS04920,,WA5_0945,1043294,1043746,-,hypothetical protein,No COG annotation,,Op603,
WA5_RS04925,greA,NC_020519.1,WA5_0946,1043770,1044294,-,transcription elongation factor GreA,Transcription,A0A0U4WU91,Op603,
WA5_RS04930,WA5_RS04930,NC_020519.1,WA5_0947,1044473,1044958,-,DUF4307 domain-containing protein,Function unknown,R0JMH5,Op604,
WA5_RS04935,mca,NC_020519.1,WA5_0948,1045157,1046032,+,mycothiol conjugate amidase Mca,Function unknown,Q8NRQ7,Op605,WA5_RS03810
WA5_RS04940,WA5_RS04940,,WA5_0949,1046072,1046392,+,hypothetical protein,No COG annotation,,Op605,
WA5_RS04945,aroG,NC_020519.1,WA5_0950,1046609,1047709,+,3-deoxy-7-phosphoheptulonate synthase,Amino acid transport and metabolism,P35170,Op606,
WA5_RS04950,uppS1,NC_020519.1,WA5_0951,1047733,1048503,+,isoprenyl transferase,Coenzyme transport and metabolism,R0HYU5,Op606,
WA5_RS04955,WA5_RS04955,NC_020519.1,WA5_0952,1048524,1049045,+,flavodoxin domain-containing protein,Energy production and conversion,A0A1Q3DNZ3,Op606,
WA5_RS04960,coaA,NC_020519.1,WA5_0953,1049423,1050394,-,type I pantothenate kinase,Nucleotide transport and metabolism,,Op607,WA5_RS01525
WA5_RS04965,glyA,NC_020519.1,WA5_0954,1050623,1051927,+,serine hydroxymethyltransferase,Amino acid transport and metabolism,R0JR15,Op608,"WA5_RS02265,WA5_RS09520"
WA5_RS04970,pabB,NC_020519.1,WA5_0955,1052020,1053882,+,aminodeoxychorismate synthase component I,Amino acid transport and metabolism,,Op609,
WA5_RS04975,WA5_RS04975,NC_020519.1,WA5_0956,1053879,1054604,+,aminotransferase class IV,Amino acid transport and metabolism,Q8NRQ0,Op609,
WA5_RS04980,WA5_RS04980,,WA5_0957,1054636,1055031,-,DUF5997 family protein,No COG annotation,,Op610,
WA5_RS04985,WA5_RS04985,NC_020519.1,WA5_0958,1055050,1055724,+,LysR family transcriptional regulator substrate-binding protein,Transcription,,Op611,
WA5_RS04990,ywnH,NC_020519.1,WA5_0959,1055782,1056321,+,GNAT family N-acetyltransferase,Cell wall/membrane/envelope biogenesis,Q8NRP7,Op612,
WA5_RS04995,WA5_RS04995,NC_020519.1,WA5_0960,1056318,1057199,-,biotin-dependent carboxyltransferase family protein,Amino acid transport and metabolism,Q8NRP6,Op613,"WA5_RS01525,WA5_RS05015"
WA5_RS05000,WA5_RS05000,NC_020519.1,WA5_0961,1057196,1057849,-,allophanate hydrolase subunit 1,Amino acid transport and metabolism,,Op613,"WA5_RS01525,WA5_RS05015"
WA5_RS05005,ycsF,NC_020519.1,WA5_0962,1057839,1058597,-,LamB/YcsF family protein,Function unknown,Q8NRP4,Op613,"WA5_RS01525,WA5_RS05015"
WA5_RS05010,WA5_RS05010,NC_020519.1,WA5_0963,1058620,1059930,-,divalent metal cation transporter,Inorganic ion transport and metabolism,,Op613,"WA5_RS01525,WA5_RS05015"
WA5_RS05015,WA5_RS05015,NC_020519.1,WA5_0965,1060141,1060794,+,GntR family transcriptional regulator,Transcription,A0A7I8ATC2,Op614,"WA5_RS01525,WA5_RS05015"
WA5_RS05020,WA5_RS05020,,WA5_0966,1060904,1062148,+,hypothetical protein,No COG annotation,,Op615,WA5_RS01525
WA5_RS05025,fumC,NC_020519.1,WA5_0967,1062207,1063616,-,class II fumarate hydratase,Energy production and conversion,R0HYS9,Op616,"WA5_RS01525,WA5_RS09520,WA5_RS09560,WA5_RS12815"
WA5_RS05030,ssuI,NC_020519.1,WA5_0968,1063935,1064426,+,flavin reductase family protein,Function unknown,Q8NRN7,Op617,"WA5_RS00045,WA5_RS09520,WA5_RS14715"
WA5_RS05035,WA5_RS05035,NC_020519.1,WA5_0969,1064474,1064737,-,hypothetical protein,No COG annotation,Q8NRN6,Op618,
WA5_RS05040,WA5_RS05040,NC_020519.1,WA5_0970,1064750,1065145,-,hypothetical protein,No COG annotation,,Op618,
WA5_RS05045,WA5_RS05045,NC_020519.1,WA5_0971,1065300,1065866,-,NAD(P)H-dependent oxidoreductase,Function unknown,,Op619,WA5_RS05825
WA5_RS05050,seuA,NC_020519.1,WA5_0972,1066109,1067572,+,LLM class flavin-dependent oxidoreductase,Energy production and conversion,,Op620,"WA5_RS00045,WA5_RS09520,WA5_RS14715"
WA5_RS05055,seuB,NC_020519.1,WA5_0973,1067569,1068651,+,acyl-CoA dehydrogenase family protein,Lipid transport and metabolism,Q8NRN2,Op620,"WA5_RS00045,WA5_RS09520,WA5_RS14715"
WA5_RS05060,seuC,NC_020519.1,WA5_0974,1068648,1069847,+,acyl-CoA dehydrogenase family protein,Lipid transport and metabolism,Q8NRN1,Op620,"WA5_RS00045,WA5_RS09520,WA5_RS14715"
WA5_RS05065,ssuD2,NC_020519.1,WA5_0975,1069958,1071136,+,LLM class flavin-dependent oxidoreductase,Energy production and conversion,Q8NRN0,Op621,"WA5_RS00045,WA5_RS09520,WA5_RS14715"
WA5_RS05070,glpX,NC_020519.1,WA5_0976,1071475,1072482,-,class II fructose-bisphosphatase,Carbohydrate transport and metabolism,R0HYZ7,Op622,WA5_RS12815
WA5_RS05075,WA5_RS05075,NC_020519.1,WA5_0977,1072675,1073247,+,DUF4245 domain-containing protein,Function unknown,Q8NRM8,Op623,
WA5_RS05080,WA5_RS05080,NC_020519.1,WA5_0978,1073336,1075240,-,VWA domain-containing protein,Function unknown,,Op624,
WA5_RS05085,WA5_RS05085,NC_020519.1,WA5_0979,1075325,1075552,-,hypothetical protein,Amino acid transport and metabolism,,Op625,
WA5_RS05090,xseB,NC_020519.1,WA5_0980,1075663,1075908,-,exodeoxyribonuclease VII small subunit,"Replication, recombination and repair",R0JQZ9,Op626,
WA5_RS05095,xseA,NC_020519.1,WA5_0981,1075929,1077182,-,exodeoxyribonuclease VII large subunit,"Replication, recombination and repair",Q8NRM3,Op626,
WA5_RS05100,ispH,NC_020519.1,WA5_0982,1077296,1078273,+,4-hydroxy-3-methylbut-2-enyl diphosphate reductase,Lipid transport and metabolism,A0A1B4WJW7,Op627,
WA5_RS05105,WA5_RS05105,NC_020519.1,WA5_0983,1078315,1079013,-,amino acid permease,Amino acid transport and metabolism,,Op628,
WA5_RS05110,WA5_RS05110,NC_020519.1,WA5_0984,1079217,1080689,-,AI-2E family transporter,Function unknown,,Op629,
WA5_RS05115,metS,NC_020519.1,WA5_0985,1080782,1080964,-,methionine/alanine import NSS transporter subunit MetS,Function unknown,Q8NRL9,Op630,
WA5_RS05120,metP,NC_020519.1,WA5_0986,1080968,1082659,-,sodium-dependent transporter,"Intracellular trafficking, secretion, and vesicular transport",,Op630,
WA5_RS05125,WA5_RS05125,NC_020519.1,WA5_0987,1082947,1084182,-,esterase family protein,Function unknown,Q8NRL7,Op631,
WA5_RS05130,ychF,NC_020519.1,WA5_0988,1084379,1085464,+,redox-regulated ATPase YchF,"Translation, ribosomal structure and biogenesis",Q8NRL6,Op632,
WA5_RS05135,WA5_RS05135,NC_020519.1,,1085498,1085779,+,type II toxin-antitoxin system RelE/ParE family toxin,Function unknown,,Op632,
WA5_RS05140,higA,NC_020519.1,WA5_0989,1085790,1086089,+,HigA family addiction module antitoxin,Transcription,Q8NRL5,Op632,
WA5_RS05145,WA5_RS05145,NC_020519.1,WA5_0990,1086086,1086919,+,ornithine carbamoyltransferase,Amino acid transport and metabolism,,Op632,
WA5_RS05150,WA5_RS05150,NC_020519.1,WA5_0991,1087040,1087543,-,GNAT family N-acetyltransferase,"Translation, ribosomal structure and biogenesis",Q8NRL3,Op633,
WA5_RS05155,WA5_RS05155,NC_020519.1,WA5_0992,1087660,1088217,-,SDR family NAD(P)-dependent oxidoreductase,Energy production and conversion,,Op634,
